index,Learning Rate, Epoch,Batch Size,PCA Comp,k-fold,Norm,Loss
276,  0.01, 200, 256, 50, 10, min-max norm  ,0.7839607201309329
277,  0.01, 200, 256, 50, 10, z-score norm  ,0.9828150572831423
278,  0.01, 200, 256, 100, 10, min-max norm  ,0.563011456628478
279,  0.01, 200, 256, 100, 10, z-score norm  ,0.986088379705401
280,  0.01, 200, 500, 5, 10, min-max norm  ,0.9427168576104746
281,  0.01, 200, 500, 5, 10, z-score norm  ,0.9607201309328969
282,  0.01, 200, 500, 10, 10, min-max norm  ,0.9631751227495908
283,  0.01, 200, 500, 10, 10, z-score norm  ,0.9607201309328969
284,  0.01, 200, 500, 50, 10, min-max norm  ,0.4918166939443535
285,  0.01, 200, 500, 50, 10, z-score norm  ,0.9869067103109657
286,  0.01, 200, 500, 100, 10, min-max norm  ,0.5204582651391162
287,  0.01, 200, 500, 100, 10, z-score norm  ,0.9795417348608838
288,  0.01, 500, 64, 5, 10, min-max norm  ,0.9623567921440261
289,  0.01, 500, 64, 5, 10, z-score norm  ,0.9664484451718495
290,  0.01, 500, 64, 10, 10, min-max norm  ,0.9656301145662848
291,  0.01, 500, 64, 10, 10, z-score norm  ,0.9639934533551555
292,  0.01, 500, 64, 50, 10, min-max norm  ,0.9705400981996727
293,  0.01, 500, 64, 50, 10, z-score norm  ,0.9795417348608838
294,  0.01, 500, 64, 100, 10, min-max norm  ,0.9500818330605565
295,  0.01, 500, 64, 100, 10, z-score norm  ,0.9893617021276596
296,  0.01, 500, 128, 5, 10, min-max norm  ,0.9631751227495908
297,  0.01, 500, 128, 5, 10, z-score norm  ,0.9549918166939444
298,  0.01, 500, 128, 10, 10, min-max norm  ,0.9631751227495908
299,  0.01, 500, 128, 10, 10, z-score norm  ,0.9590834697217676
300,  0.01, 500, 128, 50, 10, min-max norm  ,0.967266775777414
301,  0.01, 500, 128, 50, 10, z-score norm  ,0.9901800327332242
302,  0.01, 500, 128, 100, 10, min-max norm  ,0.9615384615384616
303,  0.01, 500, 128, 100, 10, z-score norm  ,0.986088379705401
304,  0.01, 500, 256, 5, 10, min-max norm  ,0.9590834697217676
305,  0.01, 500, 256, 5, 10, z-score norm  ,0.9664484451718495
306,  0.01, 500, 256, 10, 10, min-max norm  ,0.9631751227495908
307,  0.01, 500, 256, 10, 10, z-score norm  ,0.9648117839607201
