index,Learning Rate, Epoch,Batch Size,PCA Comp,k-fold,Norm,Loss
182,  0.01, 10, 256, 100, 10, min-max norm  ,0.5394853593611357
183,  0.01, 10, 256, 100, 10, z-score norm  ,0.935226264418811
184,  0.01, 10, 500, 5, 10, min-max norm  ,0.5031055900621118
185,  0.01, 10, 500, 5, 10, z-score norm  ,0.6725820763087844
186,  0.01, 10, 500, 10, 10, min-max norm  ,0.5217391304347826
187,  0.01, 10, 500, 10, 10, z-score norm  ,0.8935226264418811
188,  0.01, 10, 500, 50, 10, min-max norm  ,0.5332741792369121
189,  0.01, 10, 500, 50, 10, z-score norm  ,0.9467613132209406
190,  0.01, 10, 500, 100, 10, min-max norm  ,0.5057675244010648
191,  0.01, 10, 500, 100, 10, z-score norm  ,0.929902395740905
192,  0.01, 50, 64, 5, 10, min-max norm  ,0.5252883762200532
193,  0.01, 50, 64, 5, 10, z-score norm  ,0.6353149955634427
194,  0.01, 50, 64, 10, 10, min-max norm  ,0.9130434782608695
195,  0.01, 50, 64, 10, 10, z-score norm  ,0.9112688553682342
196,  0.01, 50, 64, 50, 10, min-max norm  ,0.9192546583850931
197,  0.01, 50, 64, 50, 10, z-score norm  ,0.9494232475598935
198,  0.01, 50, 64, 100, 10, min-max norm  ,0.5306122448979592
199,  0.01, 50, 64, 100, 10, z-score norm  ,0.9432120674356699
200,  0.01, 50, 128, 5, 10, min-max norm  ,0.5261756876663709
201,  0.01, 50, 128, 5, 10, z-score norm  ,0.6299911268855368
202,  0.01, 50, 128, 10, 10, min-max norm  ,0.8713398402839396
203,  0.01, 50, 128, 10, 10, z-score norm  ,0.9130434782608695
204,  0.01, 50, 128, 50, 10, min-max norm  ,0.7213842058562555
205,  0.01, 50, 128, 50, 10, z-score norm  ,0.9511978704525288
206,  0.01, 50, 128, 100, 10, min-max norm  ,0.5164152617568767
207,  0.01, 50, 128, 100, 10, z-score norm  ,0.9600709849157054
208,  0.01, 50, 256, 5, 10, min-max norm  ,0.541259982253771
209,  0.01, 50, 256, 5, 10, z-score norm  ,0.6353149955634427
210,  0.01, 50, 256, 10, 10, min-max norm  ,0.7657497781721384
211,  0.01, 50, 256, 10, 10, z-score norm  ,0.9112688553682342
212,  0.01, 50, 256, 50, 10, min-max norm  ,0.515527950310559
213,  0.01, 50, 256, 50, 10, z-score norm  ,0.937888198757764
214,  0.01, 50, 256, 100, 10, min-max norm  ,0.5084294587400178
215,  0.01, 50, 256, 100, 10, z-score norm  ,0.9432120674356699
216,  0.01, 50, 500, 5, 10, min-max norm  ,0.5244010647737356
217,  0.01, 50, 500, 5, 10, z-score norm  ,0.6601597160603372
218,  0.01, 50, 500, 10, 10, min-max norm  ,0.5235137533274179
219,  0.01, 50, 500, 10, 10, z-score norm  ,0.9130434782608695
220,  0.01, 50, 500, 50, 10, min-max norm  ,0.5235137533274179
221,  0.01, 50, 500, 50, 10, z-score norm  ,0.9316770186335404
222,  0.01, 50, 500, 100, 10, min-max norm  ,0.541259982253771
223,  0.01, 50, 500, 100, 10, z-score norm  ,0.9547471162377995
224,  0.01, 100, 64, 5, 10, min-max norm  ,0.6122448979591837
225,  0.01, 100, 64, 5, 10, z-score norm  ,0.645075421472937
226,  0.01, 100, 64, 10, 10, min-max norm  ,0.8988464951197871
227,  0.01, 100, 64, 10, 10, z-score norm  ,0.8997338065661047
228,  0.01, 100, 64, 50, 10, min-max norm  ,0.9219165927240461
229,  0.01, 100, 64, 50, 10, z-score norm  ,0.9467613132209406
230,  0.01, 100, 64, 100, 10, min-max norm  ,0.5128660159716061
231,  0.01, 100, 64, 100, 10, z-score norm  ,0.9600709849157054
232,  0.01, 100, 128, 5, 10, min-max norm  ,0.5323868677905945
233,  0.01, 100, 128, 5, 10, z-score norm  ,0.6539485359361136
234,  0.01, 100, 128, 10, 10, min-max norm  ,0.8855368234250222
235,  0.01, 100, 128, 10, 10, z-score norm  ,0.9165927240461402
236,  0.01, 100, 128, 50, 10, min-max norm  ,0.8615794143744454
237,  0.01, 100, 128, 50, 10, z-score norm  ,0.9547471162377995
238,  0.01, 100, 128, 100, 10, min-max norm  ,0.5252883762200532
239,  0.01, 100, 128, 100, 10, z-score norm  ,0.9574090505767524
240,  0.01, 100, 256, 5, 10, min-max norm  ,0.4880212954747116
241,  0.01, 100, 256, 5, 10, z-score norm  ,0.6796805678793256
242,  0.01, 100, 256, 10, 10, min-max norm  ,0.8234250221827861
243,  0.01, 100, 256, 10, 10, z-score norm  ,0.9050576752440106
244,  0.01, 100, 256, 50, 10, min-max norm  ,0.6752440106477373
245,  0.01, 100, 256, 50, 10, z-score norm  ,0.9440993788819876
246,  0.01, 100, 256, 100, 10, min-max norm  ,0.5110913930789707
247,  0.01, 100, 256, 100, 10, z-score norm  ,0.9449866903283053
248,  0.01, 100, 500, 5, 10, min-max norm  ,0.5048802129547472
249,  0.01, 100, 500, 5, 10, z-score norm  ,0.6770186335403726
250,  0.01, 100, 500, 10, 10, min-max norm  ,0.6725820763087844
251,  0.01, 100, 500, 10, 10, z-score norm  ,0.9228039041703638
252,  0.01, 100, 500, 50, 10, min-max norm  ,0.5474711623779946
253,  0.01, 100, 500, 50, 10, z-score norm  ,0.9423247559893523
254,  0.01, 100, 500, 100, 10, min-max norm  ,0.5102040816326531
255,  0.01, 100, 500, 100, 10, z-score norm  ,0.9591836734693877
256,  0.01, 200, 64, 5, 10, min-max norm  ,0.6131322094055013
257,  0.01, 200, 64, 5, 10, z-score norm  ,0.6468500443655724
258,  0.01, 200, 64, 10, 10, min-max norm  ,0.9086069210292813
259,  0.01, 200, 64, 10, 10, z-score norm  ,0.9183673469387755
260,  0.01, 200, 64, 50, 10, min-max norm  ,0.9334516415261757
261,  0.01, 200, 64, 50, 10, z-score norm  ,0.9458740017746229
262,  0.01, 200, 64, 100, 10, min-max norm  ,0.5013309671694764
263,  0.01, 200, 64, 100, 10, z-score norm  ,0.9511978704525288
264,  0.01, 200, 128, 5, 10, min-max norm  ,0.5740905057675244
265,  0.01, 200, 128, 5, 10, z-score norm  ,0.6530612244897959
266,  0.01, 200, 128, 10, 10, min-max norm  ,0.9094942324755989
267,  0.01, 200, 128, 10, 10, z-score norm  ,0.9112688553682342
268,  0.01, 200, 128, 50, 10, min-max norm  ,0.9174800354924578
269,  0.01, 200, 128, 50, 10, z-score norm  ,0.9538598047914818
270,  0.01, 200, 128, 100, 10, min-max norm  ,0.5350488021295474
271,  0.01, 200, 128, 100, 10, z-score norm  ,0.9609582963620231
272,  0.01, 200, 256, 5, 10, min-max norm  ,0.5661047027506655
273,  0.01, 200, 256, 5, 10, z-score norm  ,0.6548358473824313
274,  0.01, 200, 256, 10, 10, min-max norm  ,0.8952972493345164
275,  0.01, 200, 256, 10, 10, z-score norm  ,0.9192546583850931
276,  0.01, 200, 256, 50, 10, min-max norm  ,0.8846495119787046
277,  0.01, 200, 256, 50, 10, z-score norm  ,0.9396628216503993
278,  0.01, 200, 256, 100, 10, min-max norm  ,0.5244010647737356
279,  0.01, 200, 256, 100, 10, z-score norm  ,0.9618456078083407
280,  0.01, 200, 500, 5, 10, min-max norm  ,0.5084294587400178
281,  0.01, 200, 500, 5, 10, z-score norm  ,0.6637089618456078
282,  0.01, 200, 500, 10, 10, min-max norm  ,0.867790594498669
283,  0.01, 200, 500, 10, 10, z-score norm  ,0.9192546583850931
284,  0.01, 200, 500, 50, 10, min-max norm  ,0.735581188997338
285,  0.01, 200, 500, 50, 10, z-score norm  ,0.9370008873114463
286,  0.01, 200, 500, 100, 10, min-max norm  ,0.49245785270629994
287,  0.01, 200, 500, 100, 10, z-score norm  ,0.9538598047914818
288,  0.01, 500, 64, 5, 10, min-max norm  ,0.6415261756876663
289,  0.01, 500, 64, 5, 10, z-score norm  ,0.64773735581189
290,  0.01, 500, 64, 10, 10, min-max norm  ,0.8997338065661047
291,  0.01, 500, 64, 10, 10, z-score norm  ,0.9112688553682342
292,  0.01, 500, 64, 50, 10, min-max norm  ,0.9361135758651287
293,  0.01, 500, 64, 50, 10, z-score norm  ,0.9458740017746229
294,  0.01, 500, 64, 100, 10, min-max norm  ,0.6211180124223602
295,  0.01, 500, 64, 100, 10, z-score norm  ,0.9591836734693877
296,  0.01, 500, 128, 5, 10, min-max norm  ,0.6548358473824313
297,  0.01, 500, 128, 5, 10, z-score norm  ,0.6548358473824313
298,  0.01, 500, 128, 10, 10, min-max norm  ,0.9077196095829636
299,  0.01, 500, 128, 10, 10, z-score norm  ,0.9103815439219166
300,  0.01, 500, 128, 50, 10, min-max norm  ,0.9334516415261757
301,  0.01, 500, 128, 50, 10, z-score norm  ,0.9574090505767524
302,  0.01, 500, 128, 100, 10, min-max norm  ,0.5794143744454303
303,  0.01, 500, 128, 100, 10, z-score norm  ,0.9556344276841171
304,  0.01, 500, 256, 5, 10, min-max norm  ,0.5918367346938775
305,  0.01, 500, 256, 5, 10, z-score norm  ,0.64773735581189
306,  0.01, 500, 256, 10, 10, min-max norm  ,0.9094942324755989
307,  0.01, 500, 256, 10, 10, z-score norm  ,0.9103815439219166
308,  0.01, 500, 256, 50, 10, min-max norm  ,0.9174800354924578
309,  0.01, 500, 256, 50, 10, z-score norm  ,0.9538598047914818
310,  0.01, 500, 256, 100, 10, min-max norm  ,0.5350488021295474
311,  0.01, 500, 256, 100, 10, z-score norm  ,0.9627329192546584
312,  0.01, 500, 500, 5, 10, min-max norm  ,0.5332741792369121
313,  0.01, 500, 500, 5, 10, z-score norm  ,0.6637089618456078
314,  0.01, 500, 500, 10, 10, min-max norm  ,0.8997338065661047
315,  0.01, 500, 500, 10, 10, z-score norm  ,0.9157054125998225
316,  0.01, 500, 500, 50, 10, min-max norm  ,0.9121561668145519
317,  0.01, 500, 500, 50, 10, z-score norm  ,0.9556344276841171
318,  0.01, 500, 500, 100, 10, min-max norm  ,0.4968944099378882
319,  0.01, 500, 500, 100, 10, z-score norm  ,0.9547471162377995
320,  0.001, 10, 64, 5, 10, min-max norm  ,0.49600709849157054
321,  0.001, 10, 64, 5, 10, z-score norm  ,0.6415261756876663
322,  0.001, 10, 64, 10, 10, min-max norm  ,0.5190771960958296
323,  0.001, 10, 64, 10, 10, z-score norm  ,0.8997338065661047
324,  0.001, 10, 64, 50, 10, min-max norm  ,0.5270629991126885
325,  0.001, 10, 64, 50, 10, z-score norm  ,0.9414374445430346
326,  0.001, 10, 64, 100, 10, min-max norm  ,0.520851818988465
327,  0.001, 10, 64, 100, 10, z-score norm  ,0.9414374445430346
328,  0.001, 10, 128, 5, 10, min-max norm  ,0.5119787045252884
329,  0.001, 10, 128, 5, 10, z-score norm  ,0.6619343389529725
330,  0.001, 10, 128, 10, 10, min-max norm  ,0.5164152617568767
331,  0.001, 10, 128, 10, 10, z-score norm  ,0.9050576752440106
332,  0.001, 10, 128, 50, 10, min-max norm  ,0.5510204081632653
333,  0.001, 10, 128, 50, 10, z-score norm  ,0.9334516415261757
334,  0.001, 10, 128, 100, 10, min-max norm  ,0.5252883762200532
335,  0.001, 10, 128, 100, 10, z-score norm  ,0.9476486246672582
336,  0.001, 10, 256, 5, 10, min-max norm  ,0.5137533274179237
337,  0.001, 10, 256, 5, 10, z-score norm  ,0.6486246672582077
338,  0.001, 10, 256, 10, 10, min-max norm  ,0.5244010647737356
339,  0.001, 10, 256, 10, 10, z-score norm  ,0.9006211180124224
340,  0.001, 10, 256, 50, 10, min-max norm  ,0.5102040816326531
341,  0.001, 10, 256, 50, 10, z-score norm  ,0.9245785270629991
342,  0.001, 10, 256, 100, 10, min-max norm  ,0.4951197870452529
343,  0.001, 10, 256, 100, 10, z-score norm  ,0.9192546583850931
344,  0.001, 10, 500, 5, 10, min-max norm  ,0.5137533274179237
345,  0.001, 10, 500, 5, 10, z-score norm  ,0.676131322094055
346,  0.001, 10, 500, 10, 10, min-max norm  ,0.5048802129547472
347,  0.001, 10, 500, 10, 10, z-score norm  ,0.9006211180124224
348,  0.001, 10, 500, 50, 10, min-max norm  ,0.518189884649512
349,  0.001, 10, 500, 50, 10, z-score norm  ,0.9219165927240461
350,  0.001, 10, 500, 100, 10, min-max norm  ,0.5093167701863354
351,  0.001, 10, 500, 100, 10, z-score norm  ,0.9183673469387755
352,  0.001, 50, 64, 5, 10, min-max norm  ,0.5084294587400178
353,  0.001, 50, 64, 5, 10, z-score norm  ,0.6557231588287489
354,  0.001, 50, 64, 10, 10, min-max norm  ,0.5306122448979592
355,  0.001, 50, 64, 10, 10, z-score norm  ,0.9121561668145519
356,  0.001, 50, 64, 50, 10, min-max norm  ,0.5226264418811003
357,  0.001, 50, 64, 50, 10, z-score norm  ,0.9325643300798581
358,  0.001, 50, 64, 100, 10, min-max norm  ,0.5057675244010648
359,  0.001, 50, 64, 100, 10, z-score norm  ,0.9494232475598935
360,  0.001, 50, 128, 5, 10, min-max norm  ,0.5252883762200532
361,  0.001, 50, 128, 5, 10, z-score norm  ,0.6282165039929015
362,  0.001, 50, 128, 10, 10, min-max norm  ,0.4933451641526176
363,  0.001, 50, 128, 10, 10, z-score norm  ,0.9201419698314108
364,  0.001, 50, 128, 50, 10, min-max norm  ,0.5004436557231589
365,  0.001, 50, 128, 50, 10, z-score norm  ,0.9370008873114463
366,  0.001, 50, 128, 100, 10, min-max norm  ,0.5164152617568767
367,  0.001, 50, 128, 100, 10, z-score norm  ,0.9396628216503993
368,  0.001, 50, 256, 5, 10, min-max norm  ,0.5057675244010648
369,  0.001, 50, 256, 5, 10, z-score norm  ,0.6335403726708074
370,  0.001, 50, 256, 10, 10, min-max norm  ,0.5102040816326531
371,  0.001, 50, 256, 10, 10, z-score norm  ,0.9103815439219166
372,  0.001, 50, 256, 50, 10, min-max norm  ,0.515527950310559
373,  0.001, 50, 256, 50, 10, z-score norm  ,0.9245785270629991
374,  0.001, 50, 256, 100, 10, min-max norm  ,0.4951197870452529
375,  0.001, 50, 256, 100, 10, z-score norm  ,0.9307897071872228
376,  0.001, 50, 500, 5, 10, min-max norm  ,0.5022182786157942
377,  0.001, 50, 500, 5, 10, z-score norm  ,0.6583850931677019
378,  0.001, 50, 500, 10, 10, min-max norm  ,0.5048802129547472
379,  0.001, 50, 500, 10, 10, z-score norm  ,0.8873114463176575
380,  0.001, 50, 500, 50, 10, min-max norm  ,0.5394853593611357
381,  0.001, 50, 500, 50, 10, z-score norm  ,0.9290150842945873
382,  0.001, 50, 500, 100, 10, min-max norm  ,0.5377107364685004
383,  0.001, 50, 500, 100, 10, z-score norm  ,0.9316770186335404
384,  0.001, 100, 64, 5, 10, min-max norm  ,0.520851818988465
